مصدر,بسامد,بن ماضی,بسامد,اسم مفعول,بسامد,گذشته ساده ۱ مفرد,بسامد,گذشته ساده ۲ مفرد,بسامد,گذشته ساده ۳ مفرد,بسامد,گذشته ساده ۱ جمع ,بسامد,گذشته ساده ۲ جمع ,بسامد,گذشته ساده ۳ جمع ,بسامد,ماضی استمراری ۱ مفرد,بسامد,ماضی استمراری ۲ مفرد,بسامد,ماضی استمراری ۳ مفرد,بسامد,ماضی استمراری ۱ جمع,بسامد,ماضی استمراری ۲ جمع,بسامد,ماضی استمراری ۳ جمع,بسامد,حال کامل ۱ مفرد ,بسامد,حال کامل ۲ مفرد ,بسامد,حال کامل ۳ مفرد ,بسامد,حال کامل ۱ جمع ,بسامد,حال کامل ۲ جمع ,بسامد,حال کامل ۳ جمع ,بسامد,گذشته استمراری التزامی ۱ مفرد,بسامد,گذشته استمراری التزامی ۲ مفرد,بسامد,گذشته استمراری التزامی ۳ مفرد,بسامد,گذشته استمراری التزامی ۱ جمع,بسامد,گذشته استمراری التزامی ۲ جمع,بسامد,گذشته استمراری التزامی ۳ جمع,بسامد,بن مضارع,بسامد,مضارع ساده ۱ مفرد,بسامد,مضارع ساده ۲ مفرد,بسامد,مضارع ساده ۳ مفرد,بسامد,مضارع ساده ۱ جمع,بسامد,مضارع ساده ۲ جمع,بسامد,مضارع ساده ۳ جمع,بسامد,مضارع اخباری ۱مفرد,بسامد,مضارع اخباری ۲مفرد,بسامد,مضارع اخباری ۳مفرد,بسامد,مضارع اخباری ۱ جمع,بسامد,مضارع اخباری ۲ جمع,بسامد,مضارع اخباری ۳ جمع,بسامد,مضارع التزامی ۱ مفرد,بسامد,مضارع التزامی ۲ مفرد,بسامد,مضارع التزامی ۳ مفرد,بسامد,مضارع التزامی ۱ جمع,بسامد,مضارع التزامی ۲ جمع,بسامد,مضارع التزامی ۳ جمع,بسامد,حال استمراری التزامی ۱ مفرد ,بسامد,حال استمراری التزامی ۲ مفرد ,بسامد,حال استمراری التزامی ۳ مفرد ,بسامد,حال استمراری التزامی ۱ جمع ,بسامد,حال استمراری التزامی ۲ جمع ,بسامد,حال استمراری التزامی ۳ جمع ,بسامد,ماضی نقلی ۱ مفرد,بسامد,ماضی نقلی ۲ مفرد,بسامد,ماضی نقلی ۳ مفرد,بسامد,ماضی نقلی ۱ جمع,بسامد,ماضی نقلی ۲ جمع,بسامد,ماضی نقلی 3 جمع‌اند,بسامد,ماضی بعید ۱ مفرد,بسامد,ماضی بعید ۲ مفرد,بسامد,ماضی بعید ۳ مفرد,بسامد,ماضی بعید ۱ جمع,بسامد,ماضی بعید ۲ جمع,بسامد,ماضی بعید ۳ جمع‌بودند,بسامد,ماضی نقلی استمراری ۱ مفرد,بسامد,ماضی نقلی استمراری ۲ مفرد,بسامد,ماضی نقلی استمراری ۳ مفرد,بسامد,ماضی نقلی استمراری ۱ جمع,بسامد,ماضی نقلی استمراری ۲ جمع,بسامد,ماضی نقلی استمراری ۳ جمع,بسامد,امری,بسامد,ماضی ساده مجمول ۱ مفرد,بسامد,ماضی ساده مجمول ۲ مفرد,بسامد,ماضی ساده مجمول ۳ مفرد,بسامد,ماضی ساده مجمول ۱ جمع,بسامد,ماضی ساده مجمول ۲ جمع,بسامد,ماضی ساده مجمول ۳ جمع,بسامد,ماضی استمراری مجمول ۱ مفرد,بسامد,ماضی استمراری مجمول ۲ مفرد,بسامد,ماضی استمراری مجمول ۳ مفرد,بسامد,ماضی استمراری مجمول ۱ جمع,بسامد,ماضی استمراری مجمول ۲ جمع,بسامد,ماضی استمراری مجمول ۳ جمع,بسامد
شایستن,1,شایست,58,شایسته,25563,شایستم,0,شایستی,2,شایست,58,شایستیم,0,شایستید,0,شایستند,0,می‌شایستم,0,می‌شایستی,0,می‌شایست,0,می‌شایستیم,0,می‌شایستید,0,می‌شایستند,0,شایسته‌باشم,4,شایسته‌باشی,0,شایسته‌باش,0,شایسته‌باشیم,9,شایسته‌باشید,3,شایسته‌باشند,28,داشتم‌می‌شایستم,0,داشتی‌می‌شایستی,0,داشت‌می‌شایست,0,داشتیم‌می‌شایستیم,0,داشتید‌می‌شایستید,0,داشتند‌می‌شایستند,0,شای,112,شایم,4,شایی,14,شاید,184127,شاییم,0,شایید,0,شایند,7,می‌شایم,0,می‌شایی,0,می‌شاید,3,می‌شاییم,0,می‌شایید,0,می‌شایند,0,بشایم,0,بشایی,7,بشاید,7,بشاییم,0,بشایید,0,بشایند,0,دارم‌می‌شایم,0,داری‌می‌شایی,0,دارد‌می‌شاید,0,داریم‌می‌شاییم,0,دارید‌می‌شایید,0,دارند‌می‌شایند,0,شایسته‌ام,0,شایسته‌ای,9,شایسته‌است,2115,شایسته‌ایم,0,شایسته‌اید,0,شایسته‌اند,0,شایسته‌بودم,0,شایسته‌بودی,0,شایسته‌بود,195,شایسته‌بودیم,1,شایسته‌بودید,0,شایسته‌بودند,11,‌می‌شایسته‌ام,0,‌می‌شایسته‌ای,0,‌می‌شایسته‌است,0,‌می‌شایسته‌ایم,0,‌می‌شایسته‌اید,0,‌می‌شایسته‌اند,0,بشای,0,شایسته‌شدم,0,شایسته‌شدی,0,شایسته‌شد,2,شایسته‌شدیم,1,شایسته‌شدید,0,شایسته‌شدند,1,شایسته‌می‌شدم,0,شایسته‌می‌شدی,0,شایسته‌می‌شد,0,شایسته‌می‌شدیم,0,شایسته‌می‌شدید,0,شایسته‌می‌شدند,0,
شتابیدن,0,شتابید,5,شتابیده,0,شتابیدم,0,شتابیدی,0,شتابید,5,شتابیدیم,0,شتابیدید,0,شتابیدند,0,می‌شتابیدم,0,می‌شتابیدی,0,می‌شتابید,4,می‌شتابیدیم,0,می‌شتابیدید,0,می‌شتابیدند,0,شتابیده‌باشم,0,شتابیده‌باشی,0,شتابیده‌باش,0,شتابیده‌باشیم,0,شتابیده‌باشید,0,شتابیده‌باشند,0,داشتم‌می‌شتابیدم,0,داشتی‌می‌شتابیدی,0,داشت‌می‌شتابید,0,داشتیم‌می‌شتابیدیم,0,داشتید‌می‌شتابیدید,0,داشتند‌می‌شتابیدند,0,شتاب,13649,شتابم,9,شتابی,869,شتابد,183,شتابیم,7,شتابید,5,شتابند,127,می‌شتابم,2,می‌شتابی,2,می‌شتابد,145,می‌شتابیم,4,می‌شتابید,4,می‌شتابند,107,بشتابم,42,بشتابی,13,بشتابد,449,بشتابیم,128,بشتابید,207,بشتابند,746,دارم‌می‌شتابم,0,داری‌می‌شتابی,0,دارد‌می‌شتابد,0,داریم‌می‌شتابیم,0,دارید‌می‌شتابید,0,دارند‌می‌شتابند,0,شتابیده‌ام,0,شتابیده‌ای,0,شتابیده‌است,0,شتابیده‌ایم,0,شتابیده‌اید,0,شتابیده‌اند,0,شتابیده‌بودم,0,شتابیده‌بودی,0,شتابیده‌بود,0,شتابیده‌بودیم,0,شتابیده‌بودید,0,شتابیده‌بودند,0,‌می‌شتابیده‌ام,0,‌می‌شتابیده‌ای,0,‌می‌شتابیده‌است,0,‌می‌شتابیده‌ایم,0,‌می‌شتابیده‌اید,0,‌می‌شتابیده‌اند,0,بشتاب,150,شتابیده‌شدم,0,شتابیده‌شدی,0,شتابیده‌شد,0,شتابیده‌شدیم,0,شتابیده‌شدید,0,شتابیده‌شدند,0,شتابیده‌می‌شدم,0,شتابیده‌می‌شدی,0,شتابیده‌می‌شد,0,شتابیده‌می‌شدیم,0,شتابیده‌می‌شدید,0,شتابیده‌می‌شدند,0,
شتافتن,52,شتافت,1919,شتافته,467,شتافتم,89,شتافتی,16,شتافت,1919,شتافتیم,40,شتافتید,4,شتافتند,1061,می‌شتافتم,6,می‌شتافتی,3,می‌شتافت,38,می‌شتافتیم,4,می‌شتافتید,1,می‌شتافتند,37,شتافته‌باشم,0,شتافته‌باشی,0,شتافته‌باش,0,شتافته‌باشیم,0,شتافته‌باشید,1,شتافته‌باشند,0,داشتم‌می‌شتافتم,0,داشتی‌می‌شتافتی,0,داشت‌می‌شتافت,0,داشتیم‌می‌شتافتیم,0,داشتید‌می‌شتافتید,0,داشتند‌می‌شتافتند,0,شتاب,13649,شتابم,9,شتابی,869,شتابد,183,شتابیم,7,شتابید,5,شتابند,127,میشتابم,1,می‌شتابی,2,می‌شتابد,145,می‌شتابیم,4,می‌شتابید,4,می‌شتابند,107,بشتابم,42,بشتابی,13,بشتابد,449,بشتابیم,128,بشتابید,207,بشتابند,746,دارم‌می‌شتابم,0,داری‌می‌شتابی,0,دارد‌می‌شتابد,0,داریم‌می‌شتابیم,0,دارید‌می‌شتابید,0,دارند‌می‌شتابند,0,شتافته‌ام,0,شتافته‌ای,0,شتافته‌است,73,شتافته‌ایم,0,شتافته‌اید,0,شتافته‌اند,1,شتافته‌بودم,0,شتافته‌بودی,0,شتافته‌بود,68,شتافته‌بودیم,0,شتافته‌بودید,0,شتافته‌بودند,46,‌می‌شتافته‌ام,0,‌می‌شتافته‌ای,0,‌می‌شتافته‌است,0,‌می‌شتافته‌ایم,0,‌می‌شتافته‌اید,0,‌می‌شتافته‌اند,0,بشتاب,150,شتافته‌شدم,0,شتافته‌شدی,0,شتافته‌شد,0,شتافته‌شدیم,0,شتافته‌شدید,0,شتافته‌شدند,0,شتافته‌می‌شدم,0,شتافته‌می‌شدی,0,شتافته‌می‌شد,0,شتافته‌می‌شدیم,0,شتافته‌می‌شدید,0,شتافته‌می‌شدند,0,
شخاردن,0,شخارد,0,شخارده,0,شخاردم,0,شخاردی,0,شخارد,0,شخاردیم,0,شخاردید,0,شخاردند,0,می‌شخاردم,0,می‌شخاردی,0,می‌شخارد,0,می‌شخاردیم,0,می‌شخاردید,0,می‌شخاردند,0,شخارده‌باشم,0,شخارده‌باشی,0,شخارده‌باش,0,شخارده‌باشیم,0,شخارده‌باشید,0,شخارده‌باشند,0,داشتم‌می‌شخاردم,0,داشتی‌می‌شخاردی,0,داشت‌می‌شخارد,0,داشتیم‌می‌شخاردیم,0,داشتید‌می‌شخاردید,0,داشتند‌می‌شخاردند,0,شخار,8,شخارم,0,شخاری,0,شخارد,0,شخاریم,0,شخارید,0,شخارند,0,می‌شخارم,0,می‌شخاری,0,می‌شخارد,0,می‌شخاریم,0,می‌شخارید,0,می‌شخارند,0,بشخارم,0,بشخاری,0,بشخارد,0,بشخاریم,0,بشخارید,0,بشخارند,0,دارم‌می‌شخارم,0,داری‌می‌شخاری,0,دارد‌می‌شخارد,0,داریم‌می‌شخاریم,0,دارید‌می‌شخارید,0,دارند‌می‌شخارند,0,شخارده‌ام,0,شخارده‌ای,0,شخارده‌است,0,شخارده‌ایم,0,شخارده‌اید,0,شخارده‌اند,0,شخارده‌بودم,0,شخارده‌بودی,0,شخارده‌بود,0,شخارده‌بودیم,0,شخارده‌بودید,0,شخارده‌بودند,0,‌می‌شخارده‌ام,0,‌می‌شخارده‌ای,0,‌می‌شخارده‌است,0,‌می‌شخارده‌ایم,0,‌می‌شخارده‌اید,0,‌می‌شخارده‌اند,0,بشخار,0,شخارده‌شدم,0,شخارده‌شدی,0,شخارده‌شد,0,شخارده‌شدیم,0,شخارده‌شدید,0,شخارده‌شدند,0,شخارده‌می‌شدم,0,شخارده‌می‌شدی,0,شخارده‌می‌شد,0,شخارده‌می‌شدیم,0,شخارده‌می‌شدید,0,شخارده‌می‌شدند,0,
شخشیدن,0,شخشید,0,شخشیده,0,شخشیدم,0,شخشیدی,0,شخشید,0,شخشیدیم,0,شخشیدید,0,شخشیدند,0,می‌شخشیدم,0,می‌شخشیدی,0,می‌شخشید,0,می‌شخشیدیم,0,می‌شخشیدید,0,می‌شخشیدند,0,شخشیده‌باشم,0,شخشیده‌باشی,0,شخشیده‌باش,0,شخشیده‌باشیم,0,شخشیده‌باشید,0,شخشیده‌باشند,0,داشتم‌می‌شخشیدم,0,داشتی‌می‌شخشیدی,0,داشت‌می‌شخشید,0,داشتیم‌می‌شخشیدیم,0,داشتید‌می‌شخشیدید,0,داشتند‌می‌شخشیدند,0,شخش,3,شخشم,0,شخشی,1,شخشد,0,شخشیم,0,شخشید,0,شخشند,0,می‌شخشم,0,می‌شخشی,0,می‌شخشد,0,می‌شخشیم,0,می‌شخشید,0,می‌شخشند,0,بشخشم,0,بشخشی,0,بشخشد,0,بشخشیم,0,بشخشید,0,بشخشند,0,دارم‌می‌شخشم,0,داری‌می‌شخشی,0,دارد‌می‌شخشد,0,داریم‌می‌شخشیم,0,دارید‌می‌شخشید,0,دارند‌می‌شخشند,0,شخشیده‌ام,0,شخشیده‌ای,0,شخشیده‌است,0,شخشیده‌ایم,0,شخشیده‌اید,0,شخشیده‌اند,0,شخشیده‌بودم,0,شخشیده‌بودی,0,شخشیده‌بود,0,شخشیده‌بودیم,0,شخشیده‌بودید,0,شخشیده‌بودند,0,‌می‌شخشیده‌ام,0,‌می‌شخشیده‌ای,0,‌می‌شخشیده‌است,0,‌می‌شخشیده‌ایم,0,‌می‌شخشیده‌اید,0,‌می‌شخشیده‌اند,0,بشخش,0,شخشیده‌شدم,0,شخشیده‌شدی,0,شخشیده‌شد,0,شخشیده‌شدیم,0,شخشیده‌شدید,0,شخشیده‌شدند,0,شخشیده‌می‌شدم,0,شخشیده‌می‌شدی,0,شخشیده‌می‌شد,0,شخشیده‌می‌شدیم,0,شخشیده‌می‌شدید,0,شخشیده‌می‌شدند,0,
شخودن,0,شخود,1,شخوده,0,شخودم,0,شخودی,0,شخود,1,شخودیم,0,شخودید,0,شخودند,0,می‌شخودم,0,می‌شخودی,0,می‌شخود,0,می‌شخودیم,0,می‌شخودید,0,می‌شخودند,0,شخوده‌باشم,0,شخوده‌باشی,0,شخوده‌باش,0,شخوده‌باشیم,0,شخوده‌باشید,0,شخوده‌باشند,0,داشتم‌می‌شخودم,0,داشتی‌می‌شخودی,0,داشت‌می‌شخود,0,داشتیم‌می‌شخودیم,0,داشتید‌می‌شخودید,0,داشتند‌می‌شخودند,0,شخای,0,شخایم,0,شخایی,0,شخاید,0,شخاییم,0,شخایید,0,شخایند,0,می‌شخایم,0,می‌شخایی,0,می‌شخاید,0,می‌شخاییم,0,می‌شخایید,0,می‌شخایند,0,بشخایم,0,بشخایی,0,بشخاید,0,بشخاییم,0,بشخایید,0,بشخایند,0,دارم‌می‌شخایم,0,داری‌می‌شخایی,0,دارد‌می‌شخاید,0,داریم‌می‌شخاییم,0,دارید‌می‌شخایید,0,دارند‌می‌شخایند,0,شخوده‌ام,0,شخوده‌ای,0,شخوده‌است,0,شخوده‌ایم,0,شخوده‌اید,0,شخوده‌اند,0,شخوده‌بودم,0,شخوده‌بودی,0,شخوده‌بود,0,شخوده‌بودیم,0,شخوده‌بودید,0,شخوده‌بودند,0,‌می‌شخوده‌ام,0,‌می‌شخوده‌ای,0,‌می‌شخوده‌است,0,‌می‌شخوده‌ایم,0,‌می‌شخوده‌اید,0,‌می‌شخوده‌اند,0,بشخای,0,شخوده‌شدم,0,شخوده‌شدی,0,شخوده‌شد,0,شخوده‌شدیم,0,شخوده‌شدید,0,شخوده‌شدند,0,شخوده‌می‌شدم,0,شخوده‌می‌شدی,0,شخوده‌می‌شد,0,شخوده‌می‌شدیم,0,شخوده‌می‌شدید,0,شخوده‌می‌شدند,0,
شدن,366233,شد,1725703,شده,1683143,شدم,60928,شدی,4484,شد,1725703,شدیم,29842,شدید,2,شدند,265949,می‌شدم,1536,می‌شدی,171,می‌شد,57707,می‌شدیم,1124,می‌شدید,243,می‌شدند,9076,شده‌باشم,315,شده‌باشی,131,شده‌باش,3,شده‌باشیم,227,شده‌باشید,236,شده‌باشند,3278,داشتم‌می‌شدم,0,داشتی‌می‌شدی,0,داشت‌می‌شد,0,داشتیم‌می‌شدیم,0,داشتید‌می‌شدید,0,داشتند‌می‌شدند,0,شو,4575,شوم,26440,شوی,5969,شود,1228173,شویم,35107,شوید,16634,شوند,227855,می‌شوم,3883,می‌شوی,1356,می‌شود,12,می‌شویم,7948,می‌شوید,3125,می‌شوند,2,بشوم,2797,بشوی,1012,بشود,25864,بشویم,2260,بشوید,1546,بشوند,5255,دارم‌می‌شوم,0,داری‌می‌شوی,0,دارد‌می‌شود,0,داریم‌می‌شویم,0,دارید‌می‌شوید,0,دارند‌می‌شوند,0,شده‌ام,30,شده‌ای,1,شده‌است,471852,شده‌ایم,1,شده‌اید,1,شده‌اند,286,شده‌بودم,4707,شده‌بودی,185,شده‌بود,151233,شده‌بودیم,1345,شده‌بودید,121,شده‌بودند,26245,‌می‌شده‌ام,0,‌می‌شده‌ای,0,‌می‌شده‌است,0,‌می‌شده‌ایم,0,‌می‌شده‌اید,0,‌می‌شده‌اند,0,بشو,253,شده‌شدم,0,شده‌شدی,0,شده‌شد,35,شده‌شدیم,2,شده‌شدید,1,شده‌شدند,21,شده‌می‌شدم,0,شده‌می‌شدی,0,شده‌می‌شد,0,شده‌می‌شدیم,0,شده‌می‌شدید,0,شده‌می‌شدند,0,
شستن,2040,شست,4610,شسته,2167,شستم,236,شستی,129,شست,4610,شستیم,55,شستید,4,شستند,162,می‌شستم,31,می‌شستی,5,می‌شست,75,می‌شستیم,11,می‌شستید,0,می‌شستند,38,شسته‌باشم,0,شسته‌باشی,1,شسته‌باش,0,شسته‌باشیم,0,شسته‌باشید,2,شسته‌باشند,1,داشتم‌می‌شستم,0,داشتی‌می‌شستی,0,داشت‌می‌شست,0,داشتیم‌می‌شستیم,0,داشتید‌می‌شستید,0,داشتند‌می‌شستند,0,شوی,5969,شویم,35107,شویی,2029,شوید,16634,شوییم,31,شویید,15,شویند,108,می‌شویم,7948,می‌شویی,10,می‌شوید,3125,می‌شوییم,25,می‌شویید,12,می‌شویند,94,بشویم,2260,بشویی,50,بشوید,1546,بشوییم,119,بشویید,853,بشویند,309,دارم‌می‌شویم,0,داری‌می‌شویی,0,دارد‌می‌شوید,0,داریم‌می‌شوییم,0,دارید‌می‌شویید,0,دارند‌می‌شویند,0,شسته‌ام,0,شسته‌ای,0,شسته‌است,45,شسته‌ایم,0,شسته‌اید,0,شسته‌اند,1,شسته‌بودم,6,شسته‌بودی,2,شسته‌بود,84,شسته‌بودیم,0,شسته‌بودید,0,شسته‌بودند,23,‌می‌شسته‌ام,0,‌می‌شسته‌ای,0,‌می‌شسته‌است,0,‌می‌شسته‌ایم,0,‌می‌شسته‌اید,0,‌می‌شسته‌اند,0,بشوی,1012,شسته‌شدم,0,شسته‌شدی,0,شسته‌شد,48,شسته‌شدیم,0,شسته‌شدید,0,شسته‌شدند,10,شسته‌می‌شدم,0,شسته‌می‌شدی,0,شسته‌می‌شد,0,شسته‌می‌شدیم,0,شسته‌می‌شدید,0,شسته‌می‌شدند,0,
شکافتن,467,شکافت,1004,شکافته,798,شکافتم,15,شکافتی,23,شکافت,1004,شکافتیم,11,شکافتید,3,شکافتند,101,می‌شکافتم,3,می‌شکافتی,0,می‌شکافت,36,می‌شکافتیم,1,می‌شکافتید,0,می‌شکافتند,13,شکافته‌باشم,1,شکافته‌باشی,0,شکافته‌باش,0,شکافته‌باشیم,0,شکافته‌باشید,0,شکافته‌باشند,0,داشتم‌می‌شکافتم,0,داشتی‌می‌شکافتی,0,داشت‌می‌شکافت,0,داشتیم‌می‌شکافتیم,0,داشتید‌می‌شکافتید,0,داشتند‌می‌شکافتند,0,شکاف,14965,شکافم,8,شکافی,2272,شکافد,158,شکافیم,12,شکافید,5,شکافند,27,می‌شکافم,7,می‌شکافی,3,می‌شکافد,142,می‌شکافیم,11,می‌شکافید,1,می‌شکافند,25,بشکافم,52,بشکافی,24,بشکافد,261,بشکافیم,154,بشکافید,51,بشکافند,115,دارم‌می‌شکافم,0,داری‌می‌شکافی,0,دارد‌می‌شکافد,0,داریم‌می‌شکافیم,0,دارید‌می‌شکافید,0,دارند‌می‌شکافند,0,شکافته‌ام,0,شکافته‌ای,0,شکافته‌است,17,شکافته‌ایم,0,شکافته‌اید,0,شکافته‌اند,0,شکافته‌بودم,0,شکافته‌بودی,0,شکافته‌بود,48,شکافته‌بودیم,0,شکافته‌بودید,0,شکافته‌بودند,11,‌می‌شکافته‌ام,0,‌می‌شکافته‌ای,0,‌می‌شکافته‌است,0,‌می‌شکافته‌ایم,0,‌می‌شکافته‌اید,0,‌می‌شکافته‌اند,0,بشکاف,18,شکافته‌شدم,0,شکافته‌شدی,0,شکافته‌شد,61,شکافته‌شدیم,0,شکافته‌شدید,0,شکافته‌شدند,0,شکافته‌می‌شدم,0,شکافته‌می‌شدی,0,شکافته‌می‌شد,0,شکافته‌می‌شدیم,0,شکافته‌می‌شدید,0,شکافته‌می‌شدند,0,
شکردن,1,شکرد,1,شکرده,0,شکردم,0,شکردی,0,شکرد,1,شکردیم,0,شکردید,0,شکردند,0,می‌شکردم,0,می‌شکردی,0,می‌شکرد,0,می‌شکردیم,0,می‌شکردید,0,می‌شکردند,0,شکرده‌باشم,0,شکرده‌باشی,0,شکرده‌باش,0,شکرده‌باشیم,0,شکرده‌باشید,0,شکرده‌باشند,0,داشتم‌می‌شکردم,0,داشتی‌می‌شکردی,0,داشت‌می‌شکرد,0,داشتیم‌می‌شکردیم,0,داشتید‌می‌شکردید,0,داشتند‌می‌شکردند,0,شکار,15233,شکارم,26,شکاری,3798,شکارد,0,شکاریم,9,شکارید,0,شکارند,8,می‌شکارم,0,می‌شکاری,0,می‌شکارد,0,می‌شکاریم,0,می‌شکارید,0,می‌شکارند,0,بشکارم,0,بشکاری,0,بشکارد,0,بشکاریم,0,بشکارید,0,بشکارند,0,دارم‌می‌شکارم,0,داری‌می‌شکاری,0,دارد‌می‌شکارد,0,داریم‌می‌شکاریم,0,دارید‌می‌شکارید,0,دارند‌می‌شکارند,0,شکرده‌ام,0,شکرده‌ای,0,شکرده‌است,0,شکرده‌ایم,0,شکرده‌اید,0,شکرده‌اند,0,شکرده‌بودم,0,شکرده‌بودی,0,شکرده‌بود,0,شکرده‌بودیم,0,شکرده‌بودید,0,شکرده‌بودند,0,‌می‌شکرده‌ام,0,‌می‌شکرده‌ای,0,‌می‌شکرده‌است,0,‌می‌شکرده‌ایم,0,‌می‌شکرده‌اید,0,‌می‌شکرده‌اند,0,بشکار,10,شکرده‌شدم,0,شکرده‌شدی,0,شکرده‌شد,0,شکرده‌شدیم,0,شکرده‌شدید,0,شکرده‌شدند,0,شکرده‌می‌شدم,0,شکرده‌می‌شدی,0,شکرده‌می‌شد,0,شکرده‌می‌شدیم,0,شکرده‌می‌شدید,0,شکرده‌می‌شدند,0,
شکریدن,0,شکرید,0,شکریده,0,شکریدم,0,شکریدی,0,شکرید,0,شکریدیم,0,شکریدید,0,شکریدند,0,می‌شکریدم,0,می‌شکریدی,0,می‌شکرید,0,می‌شکریدیم,0,می‌شکریدید,0,می‌شکریدند,0,شکریده‌باشم,0,شکریده‌باشی,0,شکریده‌باش,0,شکریده‌باشیم,0,شکریده‌باشید,0,شکریده‌باشند,0,داشتم‌می‌شکریدم,0,داشتی‌می‌شکریدی,0,داشت‌می‌شکرید,0,داشتیم‌می‌شکریدیم,0,داشتید‌می‌شکریدید,0,داشتند‌می‌شکریدند,0,شکار,15233,شکارم,26,شکاری,3798,شکارد,0,شکاریم,9,شکارید,0,شکارند,8,می‌شکارم,0,می‌شکاری,0,می‌شکارد,0,می‌شکاریم,0,می‌شکارید,0,می‌شکارند,0,بشکارم,0,بشکاری,0,بشکارد,0,بشکاریم,0,بشکارید,0,بشکارند,0,دارم‌می‌شکارم,0,داری‌می‌شکاری,0,دارد‌می‌شکارد,0,داریم‌می‌شکاریم,0,دارید‌می‌شکارید,0,دارند‌می‌شکارند,0,شکریده‌ام,0,شکریده‌ای,0,شکریده‌است,0,شکریده‌ایم,0,شکریده‌اید,0,شکریده‌اند,0,شکریده‌بودم,0,شکریده‌بودی,0,شکریده‌بود,0,شکریده‌بودیم,0,شکریده‌بودید,0,شکریده‌بودند,0,‌می‌شکریده‌ام,0,‌می‌شکریده‌ای,0,‌می‌شکریده‌است,0,‌می‌شکریده‌ایم,0,‌می‌شکریده‌اید,0,‌می‌شکریده‌اند,0,بشکار,10,شکریده‌شدم,0,شکریده‌شدی,0,شکریده‌شد,0,شکریده‌شدیم,0,شکریده‌شدید,0,شکریده‌شدند,0,شکریده‌می‌شدم,0,شکریده‌می‌شدی,0,شکریده‌می‌شد,0,شکریده‌می‌شدیم,0,شکریده‌می‌شدید,0,شکریده‌می‌شدند,0,
